file,nome,tipo,comune,comune_runts,comune_fonte,comune_matchato,match_comune,codice_comune,codice_provincia,provincia,sigla_provincia,codice_regione,regione
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,APS Ponte Donna,ASSOCIAZIONI DI PROMOZIONE SOCIALE,,GROTTAFERRATA,comune_runts,Grottaferrata,exact,058046,258,Roma,RM,12,Lazio
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Distretto Sociosanitario VT4,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,,none,,none,,,,,,
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Centro Antiviolenza Demetra VT4,CAV/Centri Antiviolenza,,,none,,none,,,,,,
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Comune di Vetralla,Comuni,Vetralla,,comune,Vetralla,exact,056057,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Comune di Capranica,Comuni,Capranica,,comune,Capranica,exact,056014,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Comune di Bassano Romano,Comuni,Bassano Romano,,comune,Bassano Romano,exact,056005,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Comune di Ronciglione,Comuni,Ronciglione,,comune,Ronciglione,exact,056045,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Comune di Oriolo Romano,Comuni,Oriolo Romano,,comune,Oriolo Romano,exact,056041,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Comune di Carbognano,Comuni,Carbognano,,comune,Carbognano,exact,056016,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Comune di Vejano,Comuni,Vejano,,comune,Vejano,exact,056056,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Comune di Caprarola,Comuni,Caprarola,,comune,Caprarola,exact,056015,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Comune di Sutri,Comuni,Sutri,,comune,Sutri,exact,056049,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Comune di Blera,Comuni,Blera,,comune,Blera,exact,056007,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Comune di Monterosi,Comuni,Monterosi,,comune,Monterosi,exact,056038,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112734_4166---3AccordoDistrettoVT4ePontedonna-signed(1).txt,Comune di Villa San Giovanni in Tuscia,Comuni,Villa San Giovanni in Tuscia,,comune,Villa San Giovanni in Tuscia,exact,056046,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112823_4166---2AccordoDemetra_Aman.txt,APS Ponte Donna,Ente terzo settore - ETS (iscritto al RUNTS) costituito da donne per le donne,Grottaferrata,GROTTAFERRATA,comune,Grottaferrata,exact,058046,258,Roma,RM,12,Lazio
12_2406_rta_12_240926112823_4166---2AccordoDemetra_Aman.txt,Centro Antiviolenza Demetra VT4,CAV/Centri Antiviolenza,Vetralla,,comune,Vetralla,exact,056057,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926112823_4166---2AccordoDemetra_Aman.txt,Associazione AMAN,Ente terzo settore - ETS (iscritto al RUNTS),Viterbo,,comune,Viterbo,exact,056059,056,Viterbo,VT,12,Lazio
12_2406_rta_12_240926113112_4166---4AccordoSpaziosupportodonnaAPSPonteDonna.txt,Associazione Ponte Donna APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,,GROTTAFERRATA,comune_runts,Grottaferrata,exact,058046,258,Roma,RM,12,Lazio
