file,nome,tipo,comune,comune_runts,comune_fonte,comune_matchato,match_comune,codice_comune,codice_provincia,provincia,sigla_provincia,codice_regione,regione
18_2406_rta_18_240925130829_4166---PROTOCOLLODIINTESA_COMUNEDIMENDICINO.txt,Fondazione “Roberta Lanzino” Odv,CAV/Centri Antiviolenza,Rende,RENDE,comune,Rende,exact,078102,078,Cosenza,CS,18,Calabria
18_2406_rta_18_240925130829_4166---PROTOCOLLODIINTESA_COMUNEDIMENDICINO.txt,Comune di Mendicino,Comuni,Mendicino,,comune,Mendicino,exact,078079,078,Cosenza,CS,18,Calabria
18_2406_rta_18_240925130829_4166---PROTOCOLLODIINTESA_COMUNEDIMENDICINO.txt,Comune di Rende,Comuni,Rende,,comune,Rende,exact,078102,078,Cosenza,CS,18,Calabria
18_2406_rta_18_240925130829_4166---PROTOCOLLODIINTESA_COMUNEDIMENDICINO.txt,Regione Calabria,Regioni/Province Autonome,,,none,,none,,,,,,
18_2406_rta_18_240925130829_4166---PROTOCOLLODIINTESA_COMUNEDIMENDICINO.txt,CASA di Roberta,Case Rifugio,Rende,,comune,Rende,exact,078102,078,Cosenza,CS,18,Calabria
18_2406_rta_18_240925130829_4166---PROTOCOLLODIINTESA_COMUNEDIMENDICINO.txt,organismi scolastici,Scuole/Ufficio scolastico provinciale e regionale,,,none,,none,,,,,,
18_2406_rta_18_240925130829_4166---PROTOCOLLODIINTESA_COMUNEDIMENDICINO.txt,consultori familiari,ASL (consultori familiari e altri servizi territoriali),,,none,,none,,,,,,
18_2406_rta_18_240925130829_4166---PROTOCOLLODIINTESA_COMUNEDIMENDICINO.txt,settore regionale delle politiche sociali,Regioni/Province Autonome,,,none,,none,,,,,,
18_2406_rta_18_240925130829_4166---PROTOCOLLODIINTESA_COMUNEDIMENDICINO.txt,Procura di competenza,Procura Ordinaria/Tribunale/Corte d'appello,,,nome,,none,,,,,,
18_2406_rta_18_240926102259_4166---Protocollod’intesaperlaprotezioneel’assistenzadellevittimediviolenzadigenererichiedentiasilo.txt,Commissione Territoriale per il riconoscimento della protezione internazionale di Crotone,Altro,,,nome,Crotone,exact,101010,101,Crotone,KR,18,Calabria
18_2406_rta_18_240926102259_4166---Protocollod’intesaperlaprotezioneel’assistenzadellevittimediviolenzadigenererichiedentiasilo.txt,Centri anti-violenza e Case Rifugio della Regione Calabria,CAV/Centri Antiviolenza,,,none,,none,,,,,,
18_2406_rta_18_240926102259_4166---Protocollod’intesaperlaprotezioneel’assistenzadellevittimediviolenzadigenererichiedentiasilo.txt,Coordinamento Antiviolenza Donne Insieme Calabria,CAV/Centri Antiviolenza,,,none,,none,,,,,,
18_2406_rta_18_240926102259_4166---Protocollod’intesaperlaprotezioneel’assistenzadellevittimediviolenzadigenererichiedentiasilo.txt,Regione Calabria,Regioni/Province Autonome,,,none,,none,,,,,,
18_2406_rta_18_240926102259_4166---Protocollod’intesaperlaprotezioneel’assistenzadellevittimediviolenzadigenererichiedentiasilo.txt,Regione Calabria — Dipartimento Lavoro e Welfare,Regioni/Province Autonome,,,none,,none,,,,,,
18_2406_rta_18_240926102317_4166---PROTOCOLLOISTITUTOSUP.NOSTRO-REPACI.txt,CENTRO ITALIANO FEMMINILE PROVINCIALE DI REGGIO CALABRIA. “CENTRO ANTIVIOLENZA CASA DELLE DONNE MADONNA DI LOURDES”,CAV/Centri Antiviolenza,,,nome,,none,,,,,,
18_2406_rta_18_240926102317_4166---PROTOCOLLOISTITUTOSUP.NOSTRO-REPACI.txt,ISTITUTO D’ISTRUZIONE SUPERIORE “L. NOSTRO- L. REPACI” DI VILLA SAN GIOVANNI,Scuole/Ufficio scolastico provinciale e regionale,Villa San Giovanni,,comune,Villa San Giovanni,exact,080096,280,Reggio Calabria,RC,18,Calabria
18_2406_rta_18_240926102317_4166---PROTOCOLLOISTITUTOSUP.NOSTRO-REPACI.txt,"Regione Calabria Settore 2 — Welfare, immigrazione, nuove marginalita e inclusione sociale, Contrasto alla poverta, Famiglia e Servizi educativi, Terzo settore, Volontariato e Servizio Civile",Regioni/Province Autonome,,,none,,none,,,,,,
18_2406_rta_18_240926102333_4166---accordodiretecentroaiutodonna.txt,Fondazione Città Solidale Onlus,Ente terzo settore - ETS (iscritto al RUNTS),,,none,,none,,,,,,
18_2406_rta_18_240926102333_4166---accordodiretecentroaiutodonna.txt,Comune di Stalettì,Comuni,Stalettì,,comune,Stalettì,exact,079143,079,Catanzaro,CZ,18,Calabria
18_2406_rta_18_240926102333_4166---accordodiretecentroaiutodonna.txt,Centro Aiuto Donna,CAV/Centri Antiviolenza,,,none,,none,,,,,,
18_2406_rta_18_240926102333_4166---accordodiretecentroaiutodonna.txt,Regione Calabria,Regioni/Province Autonome,,,none,,none,,,,,,
18_2406_rta_18_240926102333_4166---accordodiretecentroaiutodonna.txt,"CADIC, Coordinamento Antiviolenza Donne Insieme Calabria",Altro,,,none,,none,,,,,,
