file,nome,tipo,comune,comune_runts,comune_fonte,comune_matchato,match_comune,codice_comune,codice_provincia,provincia,sigla_provincia,codice_regione,regione
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Ambito Territoriale Sociale n.1 di Pesaro,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Pesaro,,comune,Pesaro,exact,041044,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Ambito Territoriale Sociale N.3 Cagli,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Cagli,,comune,Cagli,exact,041007,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Ambito Territoriale Sociale N. 4 Urbino,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Urbino,,comune,Urbino,exact,041067,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Ambito Territoriale Sociale N. 5 Carpegna,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Carpegna,,comune,Carpegna,exact,041009,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Ambito Territoriale Sociale N.6 Fano,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Fano,,comune,Fano,exact,041013,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Ambito Territoriale Sociale N.7 Fossombrone,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Fossombrone,,comune,Fossombrone,exact,041015,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Prefettura di Pesaro e Urbino,Prefettura,,,nome,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Questura di Pesaro e Urbino,Questura,,,nome,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Procura della Repubblica presso il Tribunale dei Minorenni,Procura Minorile/Tribunale minorile,,,none,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Procura della Repubblica - Tribunale di Pesaro,Procura Ordinaria/Tribunale/Corte d'appello,Pesaro,,comune,Pesaro,exact,041044,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Procura della Repubblica - Tribunale di Urbino,Procura Ordinaria/Tribunale/Corte d'appello,Urbino,,comune,Urbino,exact,041067,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Comando Provinciale dei Carabinieri di Pesaro e Urbino,Carabinieri/Polizia/altre forze dell'ordine,,,nome,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,"Azienda Ospedaliera ""Ospedali Riuniti Marche Nord""","Ospedale (Pronto soccorso, ecc.)",,,none,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,"Asur Marche Area Vasta n.1: Distretti Sanitari di Pesaro, Fano e Urbino e Presidio Ospedaliero Urbino-Pergola",ASL (consultori familiari e altri servizi territoriali),,,none,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Provincia di Pesaro e Urbino,Province/Città metropolitane,,,none,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Omop — Ordine dei Medici Chirurghi della Provincia di Pesaro e Urbino,Ordine medici e odontoiatri e Ordine farmacisti,,,none,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Ordine degli Psicologi della Regione Marche,Ordine psicologi e Ordine assistenti sociali,,,none,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Ordine degli Avvocati di Pesaro,Ordine avvocati,Pesaro,,comune,Pesaro,exact,041044,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Ordine degli Avvocati di Urbino,Ordine avvocati,Urbino,,comune,Urbino,exact,041067,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Ordine delle Assistenti Sociali della Marche,Ordine psicologi e Ordine assistenti sociali,,,none,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Centro Antiviolenza ‘Parla con Noi’,CAV/Centri Antiviolenza,,,none,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Casa Rifugio (servizio in convenzione con ATS n.1),Case Rifugio,,,none,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Casa Emergenza (servizio a titolarità ATS n.1),Case Rifugio,,,none,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Consultori Familiari - ASUR Area Vasta n.1,ASL (consultori familiari e altri servizi territoriali),,,none,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Comune di Pesaro,Comuni,Pesaro,,comune,Pesaro,exact,041044,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Comune di Cagli,Comuni,Cagli,,comune,Cagli,exact,041007,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Comune di Urbino,Comuni,Urbino,,comune,Urbino,exact,041067,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Comune di Carpegna,Comuni,Carpegna,,comune,Carpegna,exact,041009,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Comune di Fano,Comuni,Fano,,comune,Fano,exact,041013,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Comune di Fossombrone,Comuni,Fossombrone,,comune,Fossombrone,exact,041015,041,Pesaro e Urbino,PU,11,Marche
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Polizia Municipale,Polizia Municipale,,,none,,none,,,,,,
11_2406_rta_11_240911113034_4166---protocollodireteantiviolenza2020-2022-uuvv.txt,Forze dell’Ordine,Carabinieri/Polizia/altre forze dell'ordine,,,none,,none,,,,,,
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Prefettura di Ancona,Prefettura,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Comune di Ancona,Comuni,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Provincia di Ancona,Province/Città metropolitane,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Tribunale di Ancona,Procura Ordinaria/Tribunale/Corte d'appello,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Procura della Repubblica c/o Tribunale di Ancona,Procura Ordinaria/Tribunale/Corte d'appello,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Tribunale per i Minorenni delle Marche,Procura Minorile/Tribunale minorile,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Procura della Repubblica c/o Tribunale per i Minorenni delle Marche,Procura Minorile/Tribunale minorile,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Questura di Ancona,Questura,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Comando Provinciale Carabinieri,Carabinieri/Polizia/altre forze dell'ordine,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Comando Provinciale Guardia di Finanza,Carabinieri/Polizia/altre forze dell'ordine,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Polizia Locale Ancona,Polizia Municipale,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,AST Ancona,ASL (consultori familiari e altri servizi territoriali),Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Dipartimento Dipendenze Patologiche AST Ancona,ASL (consultori familiari e altri servizi territoriali),Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Azienda Ospedaliero Universitaria delle Marche,"Ospedale (Pronto soccorso, ecc.)",,,none,,none,,,,,,
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Ambiti Territoriali Sociali della Provincia di Ancona,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,ATS 8 Senigallia,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Senigallia,,comune,Senigallia,exact,042045,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,ATS 9 Jesi,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Jesi,,comune,Jesi,exact,042021,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,ATS 10 Fabriano,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Fabriano,,comune,Fabriano,exact,042017,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,ATS 11 Ancona,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,ATS 12 Falconara Marittima,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Falconara Marittima,,comune,Falconara Marittima,exact,042018,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,ATS 13 Osimo,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Osimo,,comune,Osimo,exact,042034,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Consigliera di Parità per la Provincia di Ancona,Organismi di parità,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Commissione per le Pari Opportunità tra Uomo e Donna della Regione Marche,Organismi di parità,,,none,,none,,,,,,
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Regione Marche,Regioni/Province Autonome,,,none,,none,,,,,,
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Cooperativa Polo 9,IMPRESE SOCIALI,Ancona,ANCONA,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Associazione Donne e Giustizia di Ancona,CAV/Centri Antiviolenza,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,CGIL Ancona,Sindacati/Associazioni di categoria,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,CISL Ancona,Sindacati/Associazioni di categoria,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,UIL Ancona,Sindacati/Associazioni di categoria,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Associazione La Voce dei Bambini Onlus,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ancona,ANCONA,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Centro Antiviolenza Provinciale,CAV/Centri Antiviolenza,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,CUAV Centro Uomini Autori di Violenza Ancona,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Casa Rifugio Zefiro Coop. Sociale Polo9,Case Rifugio,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Casa Demetra,Case Rifugio,Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Consultorio Familiare A.S.T. Ancona,ASL (consultori familiari e altri servizi territoriali),Ancona,,comune,Ancona,exact,042002,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Consultorio Familiare A.S.T. Jesi,ASL (consultori familiari e altri servizi territoriali),Jesi,,comune,Jesi,exact,042021,042,Ancona,AN,11,Marche
11_2406_rta_11_240911113105_4166---PROTOCOLLO_OPERATIVO2024_CONINDIRIZZARIO_FIRMATO.txt,Consultorio Familiare A.S.T. Fabriano,ASL (consultori familiari e altri servizi territoriali),Fabriano,,comune,Fabriano,exact,042017,042,Ancona,AN,11,Marche
