file,nome,tipo,comune,comune_runts,comune_fonte,comune_matchato,match_comune,codice_comune,codice_provincia,provincia,sigla_provincia,codice_regione,regione
20_2406_rta_20_250620094616_4166---Delibera52-22del23.12.2024-Allegato1.txt,Regione Autonoma della Sardegna (RAS),Regioni/Province Autonome,,,none,,none,,,,,,
20_2406_rta_20_250620094616_4166---Delibera52-22del23.12.2024-Allegato1.txt,Centro antiviolenza Donna Ceteris,CAV/Centri Antiviolenza,Cagliari,,comune,Cagliari,exact,118006,318,Cagliari,CA,20,Sardegna
20_2406_rta_20_250620094616_4166---Delibera52-22del23.12.2024-Allegato1.txt,Centro antiviolenza e Casa di accoglienza Donne al Traguardo,CAV/Centri Antiviolenza,Cagliari,,comune,Cagliari,exact,118006,318,Cagliari,CA,20,Sardegna
20_2406_rta_20_250620094616_4166---Delibera52-22del23.12.2024-Allegato1.txt,Centro antiviolenza Mai pit violate,CAV/Centri Antiviolenza,Tortoli,,comune,Tortolì,exact,116017,116,Ogliastra,OG,20,Sardegna
20_2406_rta_20_250620094616_4166---Delibera52-22del23.12.2024-Allegato1.txt,Centro antiviolenza e Casa di accoglienza Onda Rosa,CAV/Centri Antiviolenza,Nuoro,,comune,Nuoro,exact,114027,114,Nuoro,NU,20,Sardegna
20_2406_rta_20_250620094616_4166---Delibera52-22del23.12.2024-Allegato1.txt,Centro antiviolenza e Casa di accoglienza Prospettiva Donna,CAV/Centri Antiviolenza,Olbia,,comune,Olbia,exact,113017,113,Gallura Nord-Est Sardegna,OT,20,Sardegna
20_2406_rta_20_250620094616_4166---Delibera52-22del23.12.2024-Allegato1.txt,Centro Antiviolenza e Casa di accoglienza Aurora,CAV/Centri Antiviolenza,Sassari,,comune,Sassari,exact,112050,312,Sassari,SS,20,Sardegna
20_2406_rta_20_250620094616_4166---Delibera52-22del23.12.2024-Allegato1.txt,Centro Antiviolenza dell’Unione dei Comuni del Marghine,CAV/Centri Antiviolenza,Macomer,,comune,Macomer,exact,114023,114,Nuoro,NU,20,Sardegna
20_2406_rta_20_250620094616_4166---Delibera52-22del23.12.2024-Allegato1.txt,Centro Antiviolenza Interdistrettuale Ambiti Plus di Sanluri e Guspini Feminas,CAV/Centri Antiviolenza,Sanluri,,comune,Sanluri,exact,117015,117,Medio Campidano,VS,20,Sardegna
20_2406_rta_20_250620094616_4166---Delibera52-22del23.12.2024-Allegato1.txt,Centro Antiviolenza Spazio donna,CAV/Centri Antiviolenza,Ozieri,,comune,Ozieri,exact,112040,312,Sassari,SS,20,Sardegna
