file,nome,tipo,comune,comune_runts,comune_fonte,comune_matchato,match_comune,codice_comune,codice_provincia,provincia,sigla_provincia,codice_regione,regione
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Comune di Chieti,Comuni,Chieti,,comune,Chieti,exact,069022,069,Chieti,CH,13,Abruzzo
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Prefettura — U.T.G. di Chieti,Prefettura,Chieti,,comune,Chieti,exact,069022,069,Chieti,CH,13,Abruzzo
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Arma dei Carabinieri - Comando Provinciale,Carabinieri/Polizia/altre forze dell'ordine,,,none,,none,,,,,,
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Questura di Chieti — Polizia di Stato,Questura,Chieti,,comune,Chieti,exact,069022,069,Chieti,CH,13,Abruzzo
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Procura della Repubblica presso il Tribunale di Chieti,Procura Ordinaria/Tribunale/Corte d'appello,Chieti,,comune,Chieti,exact,069022,069,Chieti,CH,13,Abruzzo
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Tribunale per i Minorenni di L’Aquila,Procura Minorile/Tribunale minorile,L’Aquila,,comune,L'Aquila,exact,066049,066,L'Aquila,AQ,13,Abruzzo
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Casa Circondariale Chieti,Altro,Chieti,,comune,Chieti,exact,069022,069,Chieti,CH,13,Abruzzo
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,ASL 02 di Chieti-Vasto-Lanciano,ASL (consultori familiari e altri servizi territoriali),,,nome,,none,,,,,,
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Centro antiviolenza donna Cooperativa Alpha,CAV/Centri Antiviolenza,,,none,,none,,,,,,
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Caritas diocesana,Altro,,,none,,none,,,,,,
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Caritas Diocesana di Chieti - Centro di ascolto,Centri/Sportelli di ascolto,Chieti,,comune,Chieti,exact,069022,069,Chieti,CH,13,Abruzzo
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Caritas Diocesana di Chieti - Casa di accoglienza Mater Populi Teatina,Case Rifugio,Chieti,,comune,Chieti,exact,069022,069,Chieti,CH,13,Abruzzo
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Comunita Papa Giovanni XXIII,Altro,,,none,,none,,,,,,
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Istituto S. Camillo De Lellis,Altro,,,none,,none,,,,,,
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Fondazione S. Camillo De Lellis,Altro,,,none,,none,,,,,,
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Fondazione Onlus Figlie dell’Amore di Gesti e Maria,Altro,,,none,,none,,,,,,
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,CNA/ Patronato / Epasa,Altro,,,none,,none,,,,,,
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,CNA Chieti/ Patronato / Epasa-ITACO,Altro,Chieti,,comune,Chieti,exact,069022,069,Chieti,CH,13,Abruzzo
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,Regione Abruzzo,Regioni/Province Autonome,,,none,,none,,,,,,
13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,Regione Abruzzo,Regioni/Province Autonome,,,none,,none,,,,,,
13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,Comune di Guardiagrele,Comuni,Guardiagrele,,comune,Guardiagrele,exact,069043,069,Chieti,CH,13,Abruzzo
13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,Prefettura — U.T.G. di Chieti,Prefettura,Chieti,,comune,Chieti,exact,069022,069,Chieti,CH,13,Abruzzo
13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,Procura della Repubblica presso il Tribunale di Chieti,Procura Ordinaria/Tribunale/Corte d'appello,Chieti,,comune,Chieti,exact,069022,069,Chieti,CH,13,Abruzzo
13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,Tribunale per i Minorenni di L’Aquila,Procura Minorile/Tribunale minorile,L'Aquila,,comune,L'Aquila,exact,066049,066,L'Aquila,AQ,13,Abruzzo
13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,Centro antiviolenza donna Maja-Cooperativa Alpha,CAV/Centri Antiviolenza,,,none,,none,,,,,,
13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,ASL 02 di Chieti — Vasto — Lanciano,ASL (consultori familiari e altri servizi territoriali),Chieti,,comune,Chieti,exact,069022,069,Chieti,CH,13,Abruzzo
13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,Caritas Diocesana,Ente terzo settore - ETS (iscritto al RUNTS),,,none,,none,,,,,,
