file,nome,tipo,comune,comune_runts,comune_fonte,comune_matchato,match_comune,codice_comune,codice_provincia,provincia,sigla_provincia,codice_regione,regione
17_2406_rta_17_250506142731_4166---Tavolodicoordinamentoemonitoraggio30-01-24.txt,Regione Basilicata,Regioni/Province Autonome,,,none,,none,,,,,,
17_2406_rta_17_250506142731_4166---Tavolodicoordinamentoemonitoraggio30-01-24.txt,Direzione Generale per la Salute e Politiche della Persona,Altro,,,none,,none,,,,,,
17_2406_rta_17_250506142731_4166---Tavolodicoordinamentoemonitoraggio30-01-24.txt,Ufficio Sistemi di Welfare,Altro,,,nome,,none,,,,,,
17_2406_rta_17_250506142731_4166---Tavolodicoordinamentoemonitoraggio30-01-24.txt,Case Rifugio,Case Rifugio,,,none,,none,,,,,,
17_2406_rta_17_250506142731_4166---Tavolodicoordinamentoemonitoraggio30-01-24.txt,CAV,CAV/Centri Antiviolenza,,,none,,none,,,,,,
17_2406_rta_17_250506142731_4166---Tavolodicoordinamentoemonitoraggio30-01-24.txt,Rete Centri Ascolto,CAV/Centri Antiviolenza,,,none,,none,,,,,,
17_2406_rta_17_250506142731_4166---Tavolodicoordinamentoemonitoraggio30-01-24.txt,CUAV,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",,,none,,none,,,,,,
17_2406_rta_17_250506142731_4166---Tavolodicoordinamentoemonitoraggio30-01-24.txt,Comune di Potenza,Comuni,Potenza,,comune,Potenza,exact,076063,076,Potenza,PZ,17,Basilicata
17_2406_rta_17_250506142731_4166---Tavolodicoordinamentoemonitoraggio30-01-24.txt,Comune di Matera,Comuni,Matera,,comune,Matera,exact,077014,077,Matera,MT,17,Basilicata
17_2406_rta_17_250506142746_4166---Tavolodicoordinamentoemonitoraggio30-01-24.txt,Regione Basilicata,Regioni/Province Autonome,,,none,,none,,,,,,
17_2406_rta_17_250506142746_4166---Tavolodicoordinamentoemonitoraggio30-01-24.txt,Direzione Generale per la Salute e Politiche della Persona,Altro,,,none,,none,,,,,,
17_2406_rta_17_250506142746_4166---Tavolodicoordinamentoemonitoraggio30-01-24.txt,Ufficio Sistemi di Welfare,Altro,,,nome,,none,,,,,,
