file,nome,tipo,comune,comune_runts,comune_fonte,comune_matchato,match_comune,codice_comune,codice_provincia,provincia,sigla_provincia,codice_regione,regione
05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,Prefettura di Venezia,Prefettura,Venezia,,comune,Venezia,exact,027042,227,Venezia,VE,05,Veneto
05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,Questura di Venezia,Questura,Venezia,,comune,Venezia,exact,027042,227,Venezia,VE,05,Veneto
05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,Comando Provinciale di Venezia dei Carabinieri,Carabinieri/Polizia/altre forze dell'ordine,Venezia,,comune,Venezia,exact,027042,227,Venezia,VE,05,Veneto
05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,Comando Provinciale di Venezia della Guardia di Finanza,Carabinieri/Polizia/altre forze dell'ordine,Venezia,,comune,Venezia,exact,027042,227,Venezia,VE,05,Veneto
05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,Tribunale Civile e Penale di Venezia,Procura Ordinaria/Tribunale/Corte d'appello,Venezia,,comune,Venezia,exact,027042,227,Venezia,VE,05,Veneto
05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,Procura della Repubblica presso il Tribunale ordinario di Venezia,Procura Ordinaria/Tribunale/Corte d'appello,Venezia,,comune,Venezia,exact,027042,227,Venezia,VE,05,Veneto
05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,Procura della Repubblica - Tribunale per i Minorenni,Procura Minorile/Tribunale minorile,,,none,,none,,,,,,
05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,Ufficio Interdistrettuale di Esecuzione Penale Esterna - Dipartimento per la Giustizia Minorile e di Comunita - Ministero della Giustizia,Altro,,,nome,,none,,,,,,
05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,Azienda ULSS 3 Serenissima,ASL (consultori familiari e altri servizi territoriali),,,none,,none,,,,,,
05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,"Comitato dei Sindaci del Distretto Socio-Sanitario 1 “Venezia Centro Storico, Isole ed Estuario” e del Distretto Socio-Sanitario 2 “Venezia Terraferma, Marcon e Quarto d’Altino”","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",,,none,,none,,,,,,
